,prim_okved,zsk,inn_type,company_age,phone_mask,is_fraud
13567,49.41.1,-1,2,mid,7923329,1
13568,47.21.1,-1,2,mid,7995595,0
13569,41.20,-1,1,mid,7980516,1
13570,90.03,1,2,mid,7994432,0
13572,73.11,-1,2,old,7916790,0
13573,49.42,2,2,mid,7928894,0
13574,82.11,-1,2,old,7988333,1
13575,49.32,-1,2,old,7905211,1
13576,56.10,1,1,mid,7911971,1
13577,47.11.3,-1,2,mid,7918527,0
13578,46.13,1,2,mid,7994417,1
13579,46.90,-1,1,old,7995737,1
13580,41.10,-1,2,old,7925661,0
13581,62.01,-1,2,mid,7985765,0
13582,62.01,-1,2,mid,7913902,0
13583,47.29,-1,2,mid,7920932,0
13584,43.21,2,2,mid,7925374,0
13585,43.21,2,2,mid,7996773,0
13586,46.45,-1,1,new,7925380,0
13587,46.42,-1,2,mid,7913956,1
13588,73.11,2,1,mid,7912263,0
13589,47.19,-1,2,old,7961300,0
13590,46.90,1,1,mid,7951414,0
13591,41.20,1,1,mid,7980148,1
13592,25.11,-1,2,mid,7992520,0
13593,43.29,2,1,mid,7980131,1
13594,49.32,-1,2,mid,7962926,0
13596,69.20.2,1,1,mid,7980121,0
13597,43.12.3,1,2,new,7921287,0
13598,01.11,-1,2,old,7916583,1
13599,49.4,1,2,old,7910700,1
13600,46.51,-1,1,mid,7977553,1
13601,81.21,-1,1,mid,7927607,0
13602,47.91,-1,2,old,7983322,1
13603,62.01,-1,2,new,7977862,0
13604,47.91,-1,2,mid,7939789,0
13606,47.52.7,-1,2,mid,7909581,1
13607,45.20,-1,2,mid,7900127,0
13608,47.91,1,2,new,7951354,1
13609,47.91,1,2,mid,7999693,1
13611,43.33,-1,1,mid,7904830,1
13612,63.99.1,2,1,mid,7953790,0
13613,35.30,-1,1,mid,7964462,0
13614,96.02,-1,2,mid,7952536,0
13615,45.31,-1,1,new,7999156,0
13616,10.52,-1,2,old,7967259,0
13617,43.34,2,2,mid,7999009,0
13618,46.43,2,2,new,7965422,0
13619,69.20,-1,2,mid,7900163,0
13620,66.12.2,-1,1,mid,7901149,0
13621,41.20,1,2,new,7912079,0
13622,46.69.5,1,1,mid,7919167,1
13623,47.91,-1,2,mid,7900246,0
13624,46.45,-1,2,mid,7916520,1
13625,95.22,-1,2,new,7908505,0
13626,43.29,1,2,mid,7982761,1
13627,59.11,1,2,mid,7980196,1
13628,62.01,-1,1,mid,7905559,0
13629,49.41,-1,2,mid,7919407,0
13630,43.39,-1,1,mid,7981864,0
13631,81.29,1,1,mid,7916335,0
13632,68.20,1,1,mid,7969040,1
13633,41.20,1,1,new,,0
13634,43.99,-1,2,mid,7969648,1
13635,26.51,-1,1,mid,7977491,0
13636,41.20,-1,2,mid,7918950,1
13637,69.20,-1,2,old,7928181,0
13638,61.10,-1,1,new,7922242,0
13639,46.47.1,-1,2,mid,7916965,0
13640,47.25.1,-1,2,mid,7905120,0
13641,81.22,2,2,mid,7900044,0
13642,47.91,-1,2,mid,7999985,0
13643,45.20,-1,2,mid,7923324,0
13644,49.42,2,1,mid,7920621,1
13645,0.00,-1,2,old,7913726,0
13646,74.10,-1,1,new,7926677,0
13647,41.20,-1,1,mid,7985208,0
13648,43.31,-1,2,new,7991255,1
13649,86.90.4,-1,1,mid,7909963,0
13650,71.11,1,1,mid,7909582,1
13651,43.32,-1,2,mid,7951868,1
13652,56.10,-1,2,new,7996449,1
13653,63.11,-1,2,old,7909411,0
13654,62.03,-1,2,mid,7922259,0
13655,53.20.3,-1,2,mid,7951830,1
13656,68.20.2,-1,2,mid,7903753,0
13657,46.90,-1,2,mid,7913459,0
13658,81.10,-1,2,mid,7919807,0
13659,62.02,-1,2,mid,7913628,0
13660,46.73.3,-1,1,mid,7937275,0
13661,73.11,-1,2,mid,7911835,0
13662,46.90,1,1,new,7903285,0
13663,43.22,2,1,mid,7917038,1
13664,47.22,-1,2,old,7921355,1
13665,43.21,2,2,mid,7901451,0
13666,46.69,-1,2,old,7918248,0
13667,47.91,-1,2,mid,7981733,0
13668,62.09,-1,2,old,7977358,0
13670,46.44.1,1,1,mid,7952124,0
13671,43.39,-1,1,mid,7926839,0
13672,45.31,2,2,mid,7980401,0
13673,43.21,1,2,mid,7916354,1
13674,45.20,-1,2,mid,7962166,0
13675,43.99,-1,1,mid,7950160,0
13676,77.39.2,-1,2,old,7911829,1
13677,46.90,-1,1,old,7987981,0
13678,69,-1,1,mid,7910476,0
13679,47.91.2,-1,1,old,7931205,0
13680,41.20,-1,2,mid,7996358,0
13681,47.91.2,-1,1,new,7991398,1
13683,73.11,-1,2,mid,7922454,0
13684,90.03,-1,2,mid,7980700,0
13685,96.02,2,2,mid,7920671,1
13686,62.01,-1,2,mid,7909417,0
13687,69.10,1,2,old,7906814,0
13688,70.22,-1,1,mid,7938126,0
13689,49.42,-1,1,old,7938348,0
13690,61.10.3,-1,2,old,7922227,0
13691,46.73,2,1,mid,7961382,0
13693,81.29.9,1,1,mid,7901050,0
13694,25.61,-1,1,mid,7987269,1
13695,63.99.1,1,1,new,7917232,0
13696,47.72,2,1,mid,7952036,0
13697,96.02,-1,2,mid,7912587,0
13698,43.31,-1,2,mid,7987928,1
13699,47.91,-1,2,mid,7951892,0
13700,95.12,1,1,mid,7910004,1
13701,41.20,1,1,mid,7961400,0
13702,69.10,-1,2,mid,7927262,0
13703,96.02,1,2,mid,7960278,0
13704,43.21,1,1,old,7951530,1
13705,45.31,2,1,mid,7992519,1
13706,93.29.9,-1,2,old,7928108,0
13707,46.51,-1,1,old,7929540,0
13708,82.99,-1,1,mid,7985082,0
13709,69.10,-1,2,mid,7925059,0
13710,43.21,-1,1,mid,7951449,0
13711,43.29,1,2,mid,7919966,1
13712,46.90,1,2,mid,7923238,0
13714,25.11,2,1,mid,7900538,1
13715,62.01,-1,1,mid,7999720,0
13716,52.29,2,2,mid,7983308,1
13717,41.20,-1,2,mid,7967855,0
13718,47.91,1,1,mid,7915965,0
13719,49.41,-1,1,old,7995910,0
13720,55.10,-1,2,old,7900358,0
13721,25.62,-1,2,mid,7991194,0
13722,41.20,2,2,mid,7906320,1
13723,49.41,2,1,mid,7913796,1
13724,41.20,-1,2,mid,7966171,0
13725,71.11.1,-1,2,new,7925718,0
13726,56.10.21,-1,2,mid,7912452,1
13727,46.73.6,2,2,new,7984448,0
13728,28.22,1,1,mid,7918414,0
13729,43.29,-1,1,old,7951110,1
13730,62.01,-1,2,mid,7986722,0
13732,62.01,-1,2,old,7923232,0
13733,47.79.3,1,1,mid,7987928,0
13734,49.32,-1,2,mid,7906114,0
13735,47.91,-1,1,mid,7988280,0
13736,73.11,-1,2,old,7999451,0
13737,62.09,1,2,mid,7909716,0
13738,49.41,-1,2,mid,7904801,0
13739,41.20,-1,2,old,7966035,0
13740,41.20,1,2,mid,7999646,0
13741,41.20,-1,2,old,7906803,1
13742,74.20,-1,2,old,7965827,0
13743,55.20,2,2,mid,7961228,0
13744,46.90,2,1,mid,7951244,1
13745,43.21,1,1,mid,7915158,1
13746,43.29,-1,1,mid,7968943,1
13747,43.32,2,2,mid,7922500,0
13748,71.12,-1,2,old,7921952,1
13749,43.29,2,1,mid,7989192,1
13750,33.14,-1,2,mid,7911288,1
13751,10.20,-1,2,mid,7927827,0
13752,45.11,-1,2,mid,7981863,1
13753,46.90,-1,2,old,7905138,1
13754,43.12,1,1,mid,7920339,0
13755,61.20.1,-1,1,mid,7906866,0
13756,49.31.2,2,1,mid,7968757,0
13757,52.29,1,1,new,7952903,0
13758,47.91,-1,2,mid,7905463,0
13759,62.01,-1,2,mid,7915117,0
13760,43.29,-1,2,mid,7908095,1
13761,68.20,1,1,old,7919272,1
13762,49.41,-1,2,mid,7999166,0
13764,52.29,2,2,new,7960841,1
13765,43.21,-1,1,mid,7919347,1
13767,56.10,-1,2,mid,7905777,0
13768,41.20,1,1,mid,7987107,0
13769,56.10,-1,2,old,7980034,0
13770,43.99,-1,1,mid,7916605,0
13771,62.01,1,2,mid,7951375,1
13772,14.19,-1,1,mid,7988800,0
13773,62.01,2,2,mid,7951259,1
13774,47.81,-1,2,mid,7989762,0
13775,41.20,1,2,mid,7921715,1
13776,41.20,1,1,mid,7932124,1
13777,25.61,-1,2,mid,7913977,0
13778,81.29.2,-1,1,mid,7961672,0
13779,45.11,1,2,mid,7965001,1
13780,47.64,2,2,mid,7985966,1
13781,49.41,-1,2,mid,7996473,1
13782,46.90,1,1,mid,7937203,1
13783,43.39,-1,2,mid,7931003,0
13784,42.11,2,1,mid,7982497,1
13785,46.12.31,-1,1,new,7930074,0
13786,62.01,-1,2,mid,7901331,1
13787,78.10,1,2,mid,7904307,1
13788,46.73,1,1,mid,7985918,0
13789,43.31,1,2,mid,7912764,1
13790,43.34,2,1,mid,7982767,1
13791,14.14,-1,2,old,7925895,0
13792,47.91,1,1,mid,7921041,0
13793,82.99,-1,1,mid,7930245,1
13794,46.90,1,1,mid,7987139,1
13795,31.09,-1,2,mid,7964669,1
13796,46.73.6,1,1,mid,7916827,0
13797,46.38.24,1,1,mid,7981944,1
13798,45.20,1,1,mid,7960675,0
13800,47.19,-1,2,old,7904317,1
13801,93.29.9,-1,1,new,7916406,0
13802,73.11,1,1,new,7999639,0
13803,47.22.1,-1,2,old,7922230,0
13804,43.29,1,2,mid,7982438,1
13805,63.11,-1,1,new,7925003,1
13806,85.41,-1,2,old,7923106,0
13807,45.20,-1,2,mid,7904078,0
13808,49.41,-1,2,mid,7985519,1
13809,43.21,2,2,mid,7951555,0
13810,46.45,-1,1,mid,7925772,0
13811,68.32,2,1,mid,7968720,1
13812,46.72,-1,1,mid,7908829,1
13813,41.10,-1,1,mid,7985124,1
13814,81.21.1,-1,2,mid,7961296,0
13815,46.90,-1,1,mid,7929921,1
13816,43.29,1,1,old,7903556,0
13817,49.42,2,1,mid,7952274,0
13818,73.20,2,1,mid,7903856,0
13819,46.73,2,1,mid,7923433,1
13820,41.20,2,2,old,7967771,0
13821,47.91,-1,2,mid,7961588,0
13822,62.01,-1,1,mid,7958762,0
13823,41.20,-1,2,mid,7902802,0
13824,46.90,-1,2,mid,7922007,0
13825,38.11,-1,2,mid,7968797,0
13826,08.11,1,1,old,7901432,0
13827,52.29,-1,2,new,7996729,0
13829,45.20,-1,2,old,7963631,0
13830,47.91.2,-1,1,mid,7966028,0
13831,69.20,1,1,mid,7925518,0
13832,79.1,-1,1,mid,7915431,0
13833,49.41,1,2,old,7952907,1
13834,73.11,-1,2,mid,7964515,1
13835,68.20.2,-1,1,mid,7916830,0
13836,96.02,-1,2,old,7965560,0
13837,43.31,2,2,mid,7903100,0
13838,45.20,-1,2,mid,7952562,1
13839,46.73.6,2,1,mid,7932235,1
13840,64.99,-1,1,mid,7925211,0
13841,0.00,-1,2,old,7913228,1
13842,43.21,-1,1,mid,7909735,0
13843,46.42,2,1,old,7931238,1
13844,69.20.2,-1,2,old,7981893,1
13845,23.69,2,1,new,7965335,0
13846,49.41,-1,2,old,7925730,1
13847,47.11,-1,2,mid,7925394,1
13848,41.20,-1,1,mid,7985618,1
13850,45.2,-1,1,mid,7904795,0
13851,49.4,1,2,mid,7906688,1
13852,77.11,-1,2,mid,7920254,0
13853,46.90,-1,2,mid,7995640,0
13854,45.32,-1,2,old,7901045,0
13855,43.91,1,2,mid,7937986,1
13856,46.73,1,1,mid,7951195,1
13857,70.22,-1,1,old,7909024,0
13858,46.73,1,2,mid,7951327,1
13860,43.31,1,2,mid,7912874,1
13861,49.41,-1,2,mid,7911456,1
13862,43.39,1,2,mid,7968884,1
13863,96.03,-1,2,mid,7932473,0
13864,42.21,1,1,mid,7951111,1
13865,46.90,-1,1,old,7981835,1
13866,96.02,-1,2,mid,7927906,0
13867,68.20,-1,2,mid,7977168,0
13868,52.29,-1,1,mid,7917019,0
13869,33.12,2,1,mid,7980190,1
13870,93.19,-1,1,old,7983323,0
13871,95.12,-1,2,old,7926257,0
13872,46.1,1,1,mid,7916914,1
13873,46.61.1,-1,2,old,7953804,0
13874,59.11,-1,2,old,7963668,0
13875,46.90,1,1,mid,7910974,0
13876,43.29,2,2,mid,7919336,1
13877,96.02.2,-1,2,new,7917288,0
13878,47.91,-1,2,old,7917915,1
13879,96.02,-1,1,mid,7911062,0
13880,95.29.11,-1,1,mid,7953159,0
13881,68.20,-1,1,mid,7908200,0
13883,74.30,-1,2,old,7903758,0
13884,66.22,-1,2,old,7920117,0
13885,43.39,-1,1,mid,7909945,0
13886,43.99,1,2,mid,7917917,1
13887,69.20.2,2,1,mid,7982991,1
13888,43.21,2,1,old,7960113,1
13889,95.22,-1,2,old,7950822,0
13890,73.11,2,1,mid,7922730,0
13891,41.20,1,1,mid,7982832,1
13892,29.32,-1,1,mid,7937376,0
13893,46.90,1,1,mid,7911911,0
13894,69.20,2,2,mid,7995885,0
13895,47.91,-1,2,new,7909647,0
13896,73.20,-1,1,mid,7903968,0
13897,46.73.6,1,1,mid,7909740,0
13898,46.39,-1,1,new,7999505,0
13899,85.41,-1,2,old,7916350,0
13900,95.22,2,2,mid,7908484,1
13901,69.20.2,-1,2,old,7903436,1
13902,01.11,-1,2,mid,7910901,0
13904,62.01,-1,2,new,7993530,0
13905,03.11,-1,2,old,7951526,1
13906,43.39,-1,1,mid,7981864,0
13907,46.61,2,1,mid,7996926,1
13908,43.29,2,2,mid,7902692,1
13909,45.20,1,1,new,7981836,0
13910,62.01,-1,2,mid,7902054,0
13911,47.22,-1,2,mid,7918019,0
13913,46.73,1,2,mid,7908473,1
13914,47.21,-1,2,old,7960465,0
13915,47.78.9,-1,2,mid,7996238,0
13917,81.10,-1,2,mid,7952516,0
13919,69.10,-1,1,mid,7905723,0
13920,31.03,1,1,old,7930677,1
13921,81.21.1,1,1,mid,7911931,1
13922,46.69,-1,1,mid,7982723,0
13923,73.11,-1,2,new,7999791,1
13924,85.11,-1,2,mid,7928160,0
13925,43.21,-1,2,new,7913749,0
13926,49.41.1,-1,2,old,7900942,0
13927,47.91,2,2,mid,7912786,1
13928,47.19.1,-1,2,mid,7918043,0
13929,95.22.1,-1,2,mid,7913789,1
13930,43.99,2,2,mid,7965076,1
13931,46.36.2,2,1,new,7999764,1
13932,69.10,1,2,mid,7913380,0
13933,47.19.1,-1,2,mid,7921595,0
13934,68.20,-1,2,mid,7923636,0
13935,46.73,-1,1,mid,7904763,1
13936,82.99,-1,2,old,7965440,0
13937,41.20,-1,1,new,7967135,0
13938,43.31,-1,2,old,7921303,1
13939,43.29,1,1,mid,7925437,1
13940,95.21,-1,2,new,7953910,0
13941,49.31,-1,2,old,7963086,0
13942,73.11,1,1,mid,7916797,0
13943,49.41,2,1,mid,7913707,1
13944,49.41,-1,1,mid,7928023,0
13945,43.39,2,1,mid,7981249,1
13946,43.39,-1,2,mid,7953780,0
13947,46.73,2,2,mid,7992526,1
13948,46.72,1,1,mid,7921143,1
13949,46.66,1,1,mid,7929045,1
13950,46.90,2,1,mid,7912619,1
13951,41.20,-1,1,mid,7967680,1
13952,47.76,-1,2,mid,7978592,0
13953,71.20,-1,1,mid,7919617,0
13954,81.21,1,1,mid,7916245,1
13955,62.01,-1,2,mid,7982819,1
13956,46.73,2,1,old,7911143,1
13957,74.10,-1,2,new,7917971,0
13958,70.22,-1,1,mid,7982710,0
13959,82.99,-1,2,old,7913985,0
13960,80.10,-1,1,new,7919116,0
13961,96.02,1,2,mid,7951682,0
13962,45.20,-1,1,old,7900566,0
13963,93.29,-1,1,new,7917546,0
13964,49.39,-1,2,mid,7904557,0
13965,82.92,1,1,old,7919179,1
13966,43.29,-1,2,new,7965707,1
13968,46.73,-1,2,mid,7912882,0
13969,49.41,-1,2,mid,7952277,0
13970,49.41,-1,1,new,7927529,0
13971,81.22,-1,2,mid,7900327,0
13972,41.20,-1,1,old,7923275,0
13973,49.32,-1,2,old,7962551,0
13974,56.10,-1,2,mid,7981817,0
13975,82.30,-1,2,old,7961296,0
13976,62.02.3,1,2,mid,7950226,0
13977,01.61,-1,2,mid,7922704,1
13978,45.32,1,1,mid,7914716,0
13979,46.69,1,1,old,7967064,0
13980,63.91,-1,2,mid,7965645,0
13981,96.09,-1,1,mid,7903116,1
13982,43.29,2,1,mid,7937186,1
13984,46.18.93,-1,1,mid,7930852,1
13985,46.90,-1,1,old,7926257,0
13986,43.99.9,1,1,mid,7916185,0
13987,46.1,-1,1,mid,7968402,0
13988,47.91,-1,2,mid,7988904,0
13989,70.22,-1,2,mid,7983143,1
13990,43.29,1,1,old,7950334,1
13991,85.41.9,-1,2,mid,7904314,0
13992,78.10,-1,2,mid,7906326,0
13993,25.11,-1,2,old,7952334,0
13994,41.20,2,1,mid,7927303,1
13996,46.13,1,1,mid,7986905,1
13997,62.01,-1,2,mid,7951462,0
13998,63.99.1,-1,2,old,7916269,0
13999,47.99,-1,2,mid,7912618,0
14000,43.21,1,2,mid,7950623,1
14001,42.22.2,-1,2,old,7922242,0
14002,32.40,-1,1,old,7921318,0
14003,43.29,-1,2,mid,7905555,1
14004,43.21,-1,2,mid,7952353,0
14005,47.78,-1,2,old,7981941,0
14006,43.29,-1,1,mid,7985587,0
14007,41.20,-1,1,mid,7925337,1
14008,43.12,1,1,old,7953501,1
14009,46.69.9,-1,1,mid,7960127,0
14010,70.22,-1,2,old,7996379,0
14011,46.73.6,1,1,mid,7961020,0
14012,0.00,1,1,mid,7920144,0
14013,49.20,1,1,new,7921313,0
14015,68.20.2,2,2,mid,7953425,0
14016,46.90,1,1,mid,7968912,0
14017,62.01,-1,2,old,7962729,0
14018,82.11,1,1,mid,7908470,1
14019,69.10,-1,2,old,7913939,1
14020,46.73,1,1,old,7901041,1
14021,95.11,-1,2,mid,7983610,0
14022,49.41,-1,1,mid,7916264,1
14023,77.39,1,1,old,7952212,1
14024,25.11,2,1,mid,7911448,1
14025,47.76,-1,2,old,7913775,1
14026,53.20.3,-1,2,mid,7965929,0
14027,41.20,2,2,mid,7921187,1
14028,71.12.4,1,1,mid,7967020,1
14029,63.99.1,2,2,new,7989723,0
14031,49.32,1,1,new,7950000,0
14032,62.01,-1,2,mid,7999125,0
14033,93.29,-1,2,old,7995095,0
14035,49.42,2,1,mid,7985864,0
14036,45.20.1,-1,1,old,7980656,1
14037,46.90,-1,2,mid,7982270,0
14038,43.29,2,2,mid,7909420,1
14039,69.20,-1,2,mid,7906059,1
14040,47.21,-1,2,old,7995409,0
14041,43.22,-1,1,mid,7982634,1
14042,41.20,1,1,mid,7999401,1
14043,43.39,1,2,mid,7919387,0
14044,18.1,-1,2,mid,7916575,0
14045,43.11,1,1,mid,7910547,1
14046,47.91,-1,2,mid,7906180,0
14047,73.11,2,2,new,7922812,1
14048,43.29,-1,2,mid,7999995,0
14049,52.21.24,-1,1,mid,7991723,0
14051,49.41,1,1,mid,7910827,1
14052,45.20,-1,2,mid,7904074,0
14053,47.91,-1,2,mid,7912893,1
14054,43.29,1,1,mid,7919337,1
14055,46.73.4,2,1,mid,7913734,0
14056,43.32.3,2,1,mid,7910636,1
14057,43.39,-1,1,mid,7996667,1
14058,46.90,-1,1,old,7980000,1
14059,49.42,-1,2,mid,7921764,0
14060,47.19,-1,2,old,7921233,0
14061,46.90,-1,1,mid,7931950,0
14062,46.90,1,1,old,7915486,0
14063,47.19,-1,2,old,7903955,0
14064,43.99.7,-1,2,new,7906860,0
14065,69.10,-1,1,mid,7925815,1
14066,86.90.4,-1,1,old,7922152,1
14067,46.19,-1,1,mid,7982481,0
14068,94.20,-1,1,mid,7987529,0
14069,25.62,-1,2,mid,7916266,0
14070,47.99,-1,1,old,7977689,0
14071,45.19,-1,1,new,7985437,0
14072,59.11,-1,2,mid,7999425,0
14073,46.74,1,1,mid,7900599,0
14074,47.64,2,1,mid,7936251,1
14075,42.11,-1,1,mid,7968404,0
14076,73.11,1,2,mid,7953763,1
14077,69.10,1,1,mid,7939756,1
14078,52.29,1,2,new,7919810,0
14079,46.38.2,-1,1,mid,7967480,1
14080,46.90,1,2,mid,7910576,1
14081,53.20,-1,2,mid,7987553,0
14082,43.39,-1,2,mid,7952396,0
14084,41.20,-1,2,new,7999695,0
14085,46.46,-1,2,mid,7995901,0
14086,62.01,-1,2,mid,7908082,0
14087,41.20,2,1,mid,7953151,0
14088,41.10,2,1,mid,7916863,0
14089,46.73,-1,1,old,7912223,0
14091,22.29,-1,2,mid,7983122,0
14092,41.20,1,1,mid,7963942,0
14093,43.21,1,2,mid,7904663,1
14094,73.11,-1,2,old,7987840,0
14095,85.41,-1,2,old,7911785,0
14096,41.20,1,1,mid,7986768,0
14097,47.65,2,1,mid,7921589,0
14098,47.91,1,1,mid,7912695,1
14099,46.72,2,1,mid,7926936,0
14100,46.90,2,1,mid,7911216,1
14101,46.43,1,1,mid,7916768,0
14102,47.11,1,2,mid,7927501,1
14103,69.20.2,2,2,mid,7939770,1
14104,56.10,-1,1,old,7937139,0
14105,69.10,-1,2,mid,7912763,0
14106,45.31,-1,1,mid,7962212,1
14107,82.30,2,2,new,7931976,0
14108,47.52,-1,2,mid,7963152,0
14109,41.10,2,1,old,7915998,1
14110,43.21,1,2,mid,7908819,1
14111,95.23,-1,2,mid,7961281,0
14112,46.90,2,1,mid,7910828,1
14113,46.32,1,1,mid,7980347,1
14114,46.51.1,1,1,mid,7963000,1
14115,47.78,-1,1,mid,7933999,0
14116,42.11,-1,1,old,7911546,1
14117,49.41,-1,1,mid,7986929,1
14118,95.11,-1,2,old,7902893,1
14119,81.21,-1,1,old,7965300,0
14120,95.23,2,1,mid,7922194,1
14121,43.29,2,2,mid,7912225,1
14122,49.32,-1,2,mid,7977373,1
14123,47.91,-1,2,mid,7918694,0
14124,73.11,1,1,mid,7912876,1
14125,85.41.9,-1,2,new,7985180,0
14126,41.20,1,1,mid,7912750,1
14127,47.41,-1,1,old,7962508,0
14128,43.99.7,-1,2,mid,7906260,0
14129,43.22,-1,1,mid,7951247,1
14130,69.10,-1,1,mid,7929651,0
14131,46.73,1,1,old,7961301,1
14132,74.10,-1,2,old,7905732,0
14133,46.73,2,1,mid,7981400,0
14134,47.91,-1,2,new,7926577,0
14135,25.99.25,-1,1,mid,7964644,0
14136,46.73,2,1,mid,7937570,1
14137,53.20.32,1,2,mid,7909443,0
14138,16.21,1,2,mid,7918410,0
14139,41.20,-1,1,mid,7916442,0
14140,43.29,2,2,mid,7921233,1
14141,46.73,-1,2,mid,7985757,1
14142,41.20,1,1,mid,7995125,1
14143,43.21,1,2,mid,7903086,0
14144,41.20,1,1,old,7912762,1
14145,81.21,-1,2,old,7913012,1
14146,25.62,1,2,mid,7920002,1
14148,27.32,1,1,mid,7925130,1
14149,49.41,-1,1,old,7923777,1
14150,46.90,2,1,mid,7901195,0
14151,43.29,-1,1,mid,7929552,1
14152,69.10,-1,2,old,7906944,0
14153,46.41,1,1,mid,7906053,0
14154,41.20,-1,1,mid,7913950,0
14155,43.33,-1,2,mid,7927017,0
14156,95.11,-1,2,old,7913725,1
14157,56.10,-1,1,new,7921751,0
14158,56.10,-1,2,mid,7900555,0
14159,43.31,2,2,mid,7999968,1
14160,49.41,-1,2,mid,7901673,0
14161,62.01,2,1,mid,7921632,0
14162,43.31,2,2,mid,7999260,1
14163,80.10,-1,1,mid,7994422,0
14164,62.01,-1,1,mid,7985765,0
14165,95.11,2,1,mid,7962692,1
14166,82.11,-1,2,mid,7920745,0
14167,70.21,-1,2,mid,7915258,0
14168,94.99,-1,1,mid,7951549,0
14169,73.11,-1,2,mid,7996748,1
14171,41.20,-1,1,new,7987916,0
14172,49.42,-1,2,mid,7999584,1
14173,43.29,2,2,mid,7900086,1
14174,47.29.39,-1,2,old,7923280,0
14175,62.01,-1,2,mid,7931981,0
14176,63.99.1,-1,2,mid,7926279,0
14177,46.90,2,1,mid,7951213,1
14178,41.10,-1,2,old,7960464,0
14179,59.11,-1,2,mid,7968825,0
14180,47.91,-1,2,mid,7926325,0
14181,28.13,1,1,new,7924540,1
14182,49.41,-1,1,mid,7900381,1
14183,95.11,1,2,mid,7962860,1
14184,72.19,1,1,mid,7987086,0
14185,47.64,-1,2,mid,7922029,0
14186,49.42,2,1,mid,7936258,0
14187,43.21,-1,1,new,7910975,0
14188,47.59,-1,1,mid,7903502,0
14189,46.19,-1,2,mid,7965354,1
14190,41.20,1,2,mid,7937795,0
14191,94.99,-1,1,old,7982728,0
14192,70.22,-1,2,old,7926974,0
14193,78.30,2,1,mid,7920962,1
14194,45.32,-1,2,mid,7985879,0
14195,43.31,-1,2,mid,7912750,0
14196,46.90,2,1,mid,7999564,1
14197,46.73,2,1,mid,7903908,1
14198,47.91,1,2,mid,7909070,0
14199,47.5,-1,2,new,7936149,0
14200,47.91,2,2,mid,7950226,0
14201,81.10,-1,2,mid,7985665,1
14202,41.20,2,1,mid,7913754,1
14203,81.21,-1,2,mid,7901982,1
14204,62.09,-1,2,mid,7906916,0
14205,46.69,-1,1,mid,7912282,1
14206,43.21,2,1,mid,7985035,1
14207,46.76,2,1,mid,7917552,1
14208,49.41,-1,1,mid,7965037,1
14209,46.90,2,1,mid,7922026,0
14210,81.10,-1,2,mid,7917888,1
14211,73.11,1,2,mid,7920977,1
14212,77.39,-1,1,new,7903792,0
14213,43.29,1,1,mid,7913703,1
14214,49.41,-1,1,new,7912638,0
14215,63.11,1,1,mid,,0
14216,43.12.3,1,1,mid,7910089,0
14217,43.39,2,1,mid,7994423,0
14219,95.11,-1,2,new,7902257,0
14220,62.02,-1,2,old,7926074,0
14222,62.02,-1,2,mid,7968657,0
14223,77.21,-1,2,old,7963872,1
14224,95.29.9,-1,2,mid,7903404,1
14225,46.90,2,1,mid,7902742,1
14226,56.10,1,2,mid,7952057,1
14227,85.41.9,-1,2,mid,7905080,0
14228,73.11,-1,2,old,7905089,0
14229,49.41,-1,2,mid,7950062,0
14230,45.31,-1,1,mid,7916259,0
14231,47.91.2,-1,2,old,7999040,0
14232,49.42,-1,2,mid,7928175,1
14233,49.4,-1,2,mid,7910901,0
14234,68.32,-1,1,mid,7926378,0
14235,41.20,2,1,old,7950746,1
14236,41.20,-1,1,mid,7915317,0
14237,70.22,-1,1,old,7916609,0
14238,47.74,-1,1,new,7926797,0
14239,77.40,-1,2,new,7923329,0
14240,47.76.2,1,1,mid,7994437,1
14241,41.20,2,1,mid,7908063,1
14242,47.51,2,2,mid,7996344,0
14244,41.20,-1,1,old,7908224,0
14245,62.01,1,2,mid,7922761,1
14246,46.90,2,1,mid,7966714,0
14247,46.69.5,-1,1,mid,7916507,1
14248,43.29,-1,1,mid,7980407,1
14249,25.62,1,1,old,7913263,1
14251,46.73,2,1,mid,7999099,0
14252,46.73,1,1,mid,7960031,1
14253,95.11,-1,2,mid,7952005,1
14254,78.30,-1,2,mid,7904974,0
14255,49.42,-1,1,mid,7913919,1
14256,66.19.4,2,2,mid,7951214,1
14257,73.11,-1,1,old,7925267,0
14258,47.19,-1,2,new,7951840,0
14259,41.20,-1,1,old,7902731,1
14260,47.91,-1,2,mid,7977177,0
14261,47.62.2,-1,2,mid,7919894,0
14263,25.11,2,2,mid,7919394,1
14264,95.11,-1,1,mid,7921910,0
14265,96.09,-1,2,mid,7967537,0
14266,43.31,2,1,mid,7904834,0
14267,46.38.26,-1,1,old,7991184,0
14268,49.41,-1,2,mid,7987366,0
14269,41.20,1,2,mid,7904834,1
14270,85.11,-1,2,mid,7989234,1
14271,70.22,1,1,mid,7926801,1
14272,82.30,-1,1,mid,7916153,0
14273,43.91,1,1,mid,7968633,0
14274,46.45,1,2,mid,7980707,1
14275,43.39,-1,2,old,7965552,0
14276,62.02,-1,1,mid,7930802,0
14277,46.42.1,-1,1,mid,7966064,0
14278,46.73,2,2,mid,7986917,0
14279,52.21.1,-1,2,mid,7913577,0
14280,41.20,1,1,new,7962717,1
